"Ref INS","INE","Municipi","Comarca","Instal·lació","Ubicació UTMX","Ubicació UTMY","Latitud","Longitud","Tipus propietat","Tipus gestió","Titularitat","URL CEEC","CAM","ATL","PAL","PCO","POL","PAV","TEN","PAD","SAL","ESQ","FRO","PET","CON","HIP","GOL","CIR","ROC","SIN","URB","NAT","BIC","ITI","VES","GRA","MAG","SER","AER","POR","REF","COM","Georeferència"
"0801931667","080193","Barcelona","Barcelonès","COMUNITAT DEL C. DELS CAVALLERS, 78-80","426171","4582922","41,39444553","2,11686294","Privat residencial","Privat residencial","Privada residencial i turística","No publicada","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (2.11686294 41.39444553)"
"2508120003","250812","Espluga Calba, l'","Garrigues","ZONA ESPORTIVA MUNICIPAL","333333","4595742","41,49597542","1,00327142","Ajuntament","Ajuntament","Pública directa","https://equipaments.esport.gencat.cat/ceeree/equipaments/25955","0","0","0","0","1","0","0","0","0","0","0","4","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","POINT (1.00327142 41.49597542)"
"0821720010","082172","Sant Joan Despí","Baix Llobregat","CAMP DE FUTBOL MUNICIPAL CENTRE","421057","4580543","41,37253354","2,056007307","Ajuntament","Ajuntament","Pública directa","https://equipaments.esport.gencat.cat/ceeree/equipaments/16422","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","0","0","0","0","POINT (2.056007307 41.37253354)"
"1711000009","171100","Mont-ras","Baix Empordà","PISTA POLIESPORTIVA MAS ROQUÉ","512797","4639643","41,90862915","3,154299694","Ajuntament","Ajuntament","Pública directa","https://equipaments.esport.gencat.cat/ceeree/equipaments/24652","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (3.154299694 41.90862915)"
"1708900027","170890","Llagostera","Gironès","HOTEL RURAL CAN DARDER","491636","4626903","41,79394078","2,899331132","Privat turístic","Privat turístic","Privada residencial i turística","No publicada","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (2.899331132 41.79394078)"
"0820550052","082055","Sant Cugat del Vallès","Vallès Occidental","ESCOLA ST. CUGAT CULTURA FISICA I JUDO","423435","4590971","41,46668229","2,08311956","Privat esportiu","Privat esportiu","Privada esportiva","No publicada","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","POINT (2.08311956 41.46668229)"
"2507290017","250729","Cervera","Segarra","PISCINA COBERTA MUNICIPAL","356124","4615379","41,67718726","1,271476579","Ajuntament","Ajuntament","Pública directa","https://equipaments.esport.gencat.cat/ceeree/equipaments/19161","0","0","0","2","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","POINT (1.271476579 41.67718726)"
"1707920103","170792","Girona","Gironès","PAVELLÓ MUNICIPAL D'ESPORTS DE VILA-ROJA","486890","4646672","41,9719323","2,841769894","Ajuntament","Ajuntament","Pública directa","https://equipaments.esport.gencat.cat/ceeree/equipaments/21258","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","0","0","0","0","POINT (2.841769894 41.9719323)"
"4316340101","431634","Vendrell, el","Baix Penedès","PISTA POLIESPORTIVA C. RAMON LLULL","376422","4564568","41,22306714","1,525649198","Ajuntament","Ajuntament","Pública directa","https://equipaments.esport.gencat.cat/ceeree/equipaments/20208","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (1.525649198 41.22306714)"
"1709500055","170950","Lloret de Mar","Selva","COMUNITAT DEL C. PLATÓ, 4-18","486061","4616631","41,70134221","2,832471512","Privat residencial","Privat residencial","Privada residencial i turística","No publicada","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (2.832471512 41.70134221)"
"0816290007","081629","Hostalets de Pierola, els","Anoia","CAMP DE FUTBOL MUNICIPAL","398125","4598240","41,52932781","1,778856179","Ajuntament","Ajuntament","Pública directa","https://equipaments.esport.gencat.cat/ceeree/equipaments/20433","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","1","0","0","0","0","POINT (1.778856179 41.52932781)"
"0826650043","082665","Cerdanyola del Vallès","Vallès Occidental","ESCOLA CARLES BÜIGAS","428939","4592968","41,48517472","2,148788452","Ajuntament","Centre ensenyament infantil i primaria (CEIP)","Pública educativa","https://equipaments.esport.gencat.cat/ceeree/equipaments/29396","0","0","0","0","2","0","0","0","2","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","POINT (2.148788452 41.48517472)"
"0812520003","081252","Montcada i Reixac","Vallès Occidental","PAVELLÓ MUNICIPAL CENTRE","432422","4593069","41,48638556","2,190494503","Ajuntament","Ajuntament","Pública directa","https://equipaments.esport.gencat.cat/ceeree/equipaments/29422","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","0","0","0","0","POINT (2.190494503 41.48638556)"
"0810810001","081081","Lliçà de Vall","Vallès Oriental","GIMNÀS MUNICIPAL","436530","4604260","41,58751421","2,238517855","Ajuntament","Ajuntament","Pública directa","https://equipaments.esport.gencat.cat/ceeree/equipaments/23174","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","POINT (2.238517855 41.58751421)"
"0820550367","082055","Sant Cugat del Vallès","Vallès Occidental","COMUNITAT DE LA CTRA. DE VALLVIDRERA, 75","422237","4591615","41,47236712","2,068692079","Privat residencial","Privat residencial","Privada residencial i turística","No publicada","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (2.068692079 41.47236712)"
"0817990001","081799","Rellinars","Vallès Occidental","CLUB TENNIS RELLINARS","409474","4609797","41,6347707","1,913124121","Ajuntament","Associació o club esportiu","Pública indirecta","https://equipaments.esport.gencat.cat/ceeree/equipaments/27913","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","2","0","0","0","0","0","0","POINT (1.913124121 41.6347707)"
"2520750016","252075","Solsona","Solsonès","CLUB TENNIS SOLSONA","377321","4649588","41,98875019","1,518963298","Ajuntament","Associació o club esportiu","Pública indirecta","https://equipaments.esport.gencat.cat/ceeree/equipaments/27809","0","0","0","0","0","0","4","3","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","POINT (1.518963298 41.98875019)"
"2500300011","250030","Agramunt","Urgell","PAVELLÓ POLIESPORTIU MUNICIPAL","341650","4627640","41,78481596","1,094414031","Ajuntament","Ajuntament","Pública directa","https://equipaments.esport.gencat.cat/ceeree/equipaments/25771","0","0","0","0","0","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","2","1","0","0","0","0","POINT (1.094414031 41.78481596)"
"0821140055","082114","Sant Feliu de Llobregat","Baix Llobregat","COMUNITAT DEL C. FREDERICA MONTSENY, 4","421208","4581924","41,38498621","2,057633179","Privat residencial","Privat residencial","Privada residencial i turística","No publicada","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (2.057633179 41.38498621)"
"0818780244","081878","Sabadell","Vallès Occidental","PISTES DE PETANCA DE LA ROUREDA","423403","4602352","41,56917957","2,081287891","Ajuntament","Ajuntament","Pública directa","https://equipaments.esport.gencat.cat/ceeree/equipaments/29768","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (2.081287891 41.56917957)"
"0807490088","080749","Cubelles","Garraf","COMUNITAT DE L' AV. DEL PRAT, S/N","387737","4561755","41,19938396","1,661122688","Privat residencial","Privat residencial","Privada residencial i turística","No publicada","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (1.661122688 41.19938396)"
"0801930295","080193","Barcelona","Barcelonès","ESCOLA SANT JOSEP ORIOL","429596","4581785","41,3845121","2,15796034","Institució religiosa","Centre d'ensenyament privat concertat","Privada educativa","https://equipaments.esport.gencat.cat/ceeree/equipaments/21390","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","1","1","0","0","0","0","POINT (2.15796034 41.3845121)"
"1711750138","171175","Palafrugell","Baix Empordà","COMUNITAT DE L'AV. DE JOAN PERICOT, 30-34","515382","4637841","41,89235282","3,185421201","Privat residencial","Privat residencial","Privada residencial i turística","No publicada","0","0","1","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (3.185421201 41.89235282)"
"1704860155","170486","Castell-Platja d'Aro","Baix Empordà","COMUNITAT DE L' AV. DE VERONA I TEROL, 14-16","504898","4628167","41,80535458","3,058962654","Privat residencial","Privat residencial","Privada residencial i turística","No publicada","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (3.058962654 41.80535458)"
"0801931843","080193","Barcelona","Barcelonès","BDIR CALVET","428369","4582890","41,3943561","2,143156174","Privat esportiu","Privat esportiu","Privada esportiva","https://equipaments.esport.gencat.cat/ceeree/equipaments/37879","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (2.143156174 41.3943561)"
"2521730055","252173","Tàrrega","Urgell","CLUB ESCOLA HÍPICA TÀRREGA","343373","4611499","41,63985268","1,11937938","Privat esportiu","Privat esportiu","Privada esportiva","https://equipaments.esport.gencat.cat/ceeree/equipaments/38422","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (1.11937938 41.63985268)"
"0804250003","080425","Cànoves i Samalús","Vallès Oriental","PISTA POLIESPORTIVA JOSÉ MANUEL JIMÉNEZ TORTOSA","446190","4615740","41,69161983","2,353373306","Ajuntament","Ajuntament","Pública directa","https://equipaments.esport.gencat.cat/ceeree/equipaments/22509","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","POINT (2.353373306 41.69161983)"
"0801930611","080193","Barcelona","Barcelonès","CLUB DE PETANCA ""LA PALMERA""","433682","4585662","41,41977845","2,206399979","Ajuntament","Privat esportiu","Pública indirecta","https://equipaments.esport.gencat.cat/ceeree/equipaments/19740","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (2.206399979 41.41977845)"
"0830540023","083054","Vilafranca del Penedès","Alt Penedès","SKATEPARK PARC DE LLEVANT","391767","4578659","41,35216178","1,706170585","Ajuntament","Ajuntament","Pública directa","https://equipaments.esport.gencat.cat/ceeree/equipaments/25489","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","POINT (1.706170585 41.35216178)"
"0812340034","081234","Molins de Rei","Baix Llobregat","CISTELLA PLAÇA DE L'AMISTAT","418735","4585084","41,41320015","2,027635525","Ajuntament","Ajuntament","Pública directa","https://equipaments.esport.gencat.cat/ceeree/equipaments/17320","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (2.027635525 41.41320015)"
"4300430058","430043","Alcanar","Montsià","COMUNITAT DEL C. TRAMUNTANA, 2","294072","4497164","40,59965796","0,5662162945","Privat residencial","Privat residencial","Privada residencial i turística","No publicada","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (0.5662162945 40.59965796)"
"0801931799","080193","Barcelona","Barcelonès","HOTEL CATALONIA CATEDRAL","430975","4581791","41,38468564","2,174450991","Privat turístic","Privat turístic","Privada residencial i turística","No publicada","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (2.174450991 41.38468564)"
"0806360010","080636","Castellolí","Anoia","GIMANS MUNICIPAL EL CENTRE","391753","4606024","41,59858671","1,701092047","Ajuntament","Ajuntament","Pública directa","https://equipaments.esport.gencat.cat/ceeree/equipaments/38898","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (1.701092047 41.59858671)"
"4390570058","439057","Salou","Tarragonès","COMUNITAT DEL C. DE POMPEU FABRA, 34","344852","4548542","41,07334309","1,15322543","Privat residencial","Privat residencial","Privada residencial i turística","No publicada","0","0","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","POINT (1.15322543 41.07334309)"
"2506800008","250680","Castellnou de Seana","Pla d'Urgell","CASA OLIVÉ","331412","4612848","41,64955708","0,9754665996","Privat turístic","Privat turístic","Privada residencial i turística","No publicada","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (0.9754665996 41.64955708)"
"0811080086","081108","Malgrat de Mar","Maresme","COMUNITAT DEL C. ROGER DE FLOR, 31","477868","4609997","41,64140346","2,734249108","Privat residencial","Privat residencial","Privada residencial i turística","No publicada","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (2.734249108 41.64140346)"
"1714110020","171411","Puigcerdà","Cerdanya","GOLF SANT MARC","411897","4696400","42,41490826","1,929202031","Privat esportiu","Privat esportiu","Privada esportiva","https://equipaments.esport.gencat.cat/ceeree/equipaments/20091","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (1.929202031 42.41490826)"
"0811360054","081136","Manresa","Bages","CAMP DE FUTBOL LA BALCONADA","403503","4619190","41,71865764","1,839930454","Ajuntament","Ajuntament","Pública directa","https://equipaments.esport.gencat.cat/ceeree/equipaments/25204","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","0","0","0","0","POINT (1.839930454 41.71865764)"
"0819760005","081976","Sant Andreu de Llavaneres","Maresme","COMUNITAT DE L'AV. CAN SANS, 74","457787","4600597","41,55592784","2,493794636","Privat residencial","Privat residencial","Privada residencial i turística","No publicada","0","0","2","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (2.493794636 41.55592784)"
"0811410005","081141","Martorell","Baix Llobregat","INSTITUT JOAN ORÓ","409918","4591904","41,47368083","1,92113709","Generalitat de Catalunya","Institut d'ensenyament secundari (IES)","Pública educativa","https://equipaments.esport.gencat.cat/ceeree/equipaments/17243","0","0","0","0","3","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","POINT (1.92113709 41.47368083)"
"4317110061","431711","Vila-seca","Tarragonès","COMUNITAT DEL C. DEL MONESTIR POBLET, 5","346733","4548318","41,07168289","1,175660409","Privat residencial","Privat residencial","Privada residencial i turística","No publicada","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (1.175660409 41.07168289)"
"0801931446","080193","Barcelona","Barcelonès","ESPAI POLIESPORTIU MUNICIPAL FRANCESC ABAT","434649","4585266","41,41629101","2,21801341","Ajuntament","Altres privats","Pública indirecta","https://equipaments.esport.gencat.cat/ceeree/equipaments/19466","1","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","POINT (2.21801341 41.41629101)"
"0821880024","082188","Sant Joan de Vilatorrada","Bages","GIMNÀS SPORT GIMS","400860","4622295","41,74629347","1,80764627","Altres privats","Altres privats","Privada no esportiva","https://equipaments.esport.gencat.cat/ceeree/equipaments/24864","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","POINT (1.80764627 41.74629347)"
"4300430050","430043","Alcanar","Montsià","COMUNITAT DEL C. MERIDA, A 2","293228","4495369","40,5832912","0,5568384303","Privat residencial","Privat residencial","Privada residencial i turística","No publicada","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (0.5568384303 40.5832912)"
"0803050020","080305","Cabrils","Maresme","COMUNITAT DE L'AV. DE SANTA ELENA, 4-32","447091","4597278","41,52539799","2,365830402","Privat residencial","Privat residencial","Privada residencial i turística","No publicada","0","0","2","0","1","0","3","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (2.365830402 41.52539799)"
"1707920056","170792","Girona","Gironès","ESCOLA MIGDIA","485155","4646512","41,97046046","2,82083358","Ajuntament","Centre ensenyament infantil i primaria (CEIP)","Pública educativa","https://equipaments.esport.gencat.cat/ceeree/equipaments/20854","1","0","0","0","3","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","POINT (2.82083358 41.97046046)"
"0805690165","080569","Castelldefels","Baix Llobregat","COMUNITAT DEL PG. DEL SOL, 2","412258","4569830","41,27513876","1,952352397","Privat residencial","Privat residencial","Privada residencial i turística","No publicada","0","0","2","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (1.952352397 41.27513876)"
"0829000009","082900","Ullastrell","Vallès Occidental","SKATE PARK MUNICIPAL","413128","4597758","41,52675587","1,958731057","Ajuntament","Ajuntament","Pública directa","https://equipaments.esport.gencat.cat/ceeree/equipaments/28408","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","POINT (1.958731057 41.52675587)"
"0801931784","080193","Barcelona","Barcelonès","HOTEL GRAN ROSELLÓN","429436","4582633","41,39213572","2,155948141","Privat turístic","Privat turístic","Privada residencial i turística","No publicada","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (2.155948141 41.39213572)"
"0805690333","080569","Castelldefels","Baix Llobregat","TEAM VILLEROY PROFUNCIONAL","415099","4571149","41,28732185","1,986085163","Privat esportiu","Privat esportiu","Privada esportiva","https://equipaments.esport.gencat.cat/ceeree/equipaments/38485","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (1.986085163 41.28732185)"
"1716090054","171609","Sant Feliu de Guíxols","Baix Empordà","HOTEL GHT S'AGARO MAR","503576","4626197","41,78761788","3,043036408","Privat turístic","Privat turístic","Privada residencial i turística","No publicada","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (3.043036408 41.78761788)"
"4305160124","430516","Cunit","Baix Penedès","SAND CUNIT APARTHOTEL","385684","4561684","41,19845735","1,636657931","Privat turístic","Privat turístic","Privada residencial i turística","No publicada","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (1.636657931 41.19845735)"
"0801930783","080193","Barcelona","Barcelonès","INSTITUT PABLO RUIZ PICASSO","431558","4590134","41,45987797","2,180478831","Generalitat de Catalunya","Institut d'ensenyament secundari (IES)","Pública educativa","https://equipaments.esport.gencat.cat/ceeree/equipaments/21993","0","0","0","0","2","0","0","0","1","0","0","0","0","0","0","0","0","0","2","0","0","0","1","0","1","0","0","0","0","0","POINT (2.180478831 41.45987797)"
"0828190036","082819","Teià","Maresme","COMUNITAT DEL C. DE TARRAGONA, 9-19","442781","4593462","41,4907316","2,314536609","Privat residencial","Privat residencial","Privada residencial i turística","No publicada","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (2.314536609 41.4907316)"
"0801931535","080193","Barcelona","Barcelonès","COMUNITAT DEL C. SANTA FE DE NOU MÈXIC, 3-7","427722","4582856","41,39399199","2,135421716","Privat residencial","Privat residencial","Privada residencial i turística","No publicada","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (2.135421716 41.39399199)"
"0824570033","082457","Santa Coloma de Gramenet","Barcelonès","CLUB DE PETANCA CAN MARINER","433939","4588165","41,4423434","2,209201561","Ajuntament","Ajuntament","Pública directa","https://equipaments.esport.gencat.cat/ceeree/equipaments/26366","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (2.209201561 41.4423434)"
"2514840005","251484","Odèn","Solsonès","CAMPING VALLDAN","363988","4661623","42,0949109","1,355269465","Privat turístic","Privat turístic","Privada residencial i turística","No publicada","0","0","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (1.355269465 42.0949109)"
"0801931456","080193","Barcelona","Barcelonès","CIRCUIT ESPORTIU C. ARAGÓ","432086","4584489","41,4090803","2,187434811","Ajuntament","Ajuntament","Pública directa","https://equipaments.esport.gencat.cat/ceeree/equipaments/19476","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","POINT (2.187434811 41.4090803)"
"4315360041","431536","Torredembarra","Tarragonès","PIERRE AND VACANCES TORREDEMBARRA","366923","4556407","41,148075","1,414135629","Privat turístic","Privat turístic","Privada residencial i turística","No publicada","0","0","2","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (1.414135629 41.148075)"
"1706220092","170622","Escala, l'","Alt Empordà","COMUNITAT DE C.  BARCELONA, 82","511264","4661787","42,10809529","3,136240507","Privat residencial","Privat residencial","Privada residencial i turística","No publicada","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (3.136240507 42.10809529)"
"0811200043","081120","Manlleu","Osona","CARRIL BICI - AV. DE ROMA","441113","4650607","42,00528007","2,288898831","Ajuntament","Ajuntament","Pública directa","https://equipaments.esport.gencat.cat/ceeree/equipaments/38886","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","POINT (2.288898831 42.00528007)"
"4303850142","430385","Cambrils","Baix Camp","COMUNITAT DEL C. CÈSAR MARTINELL, 42","334443","4546947","41,05693175","1,029820507","Privat residencial","Privat residencial","Privada residencial i turística","No publicada","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (1.029820507 41.05693175)"
"0801930766","080193","Barcelona","Barcelonès","PISTES MUNICIPALS DE PETANCA C. FENALS","431595","4588703","41,44699267","2,181083948","Ajuntament","Ajuntament","Pública directa","https://equipaments.esport.gencat.cat/ceeree/equipaments/19661","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (2.181083948 41.44699267)"
"4312330083","431233","Reus","Baix Camp","REUS DEPORTIU","341296","4558440","41,16177017","1,108361477","Associació o club esportiu","Associació o club esportiu","Privada esportiva","https://equipaments.esport.gencat.cat/ceeree/equipaments/21008","0","0","2","5","2","2","0","0","12","0","0","0","0","0","0","0","0","0","0","0","0","0","5","3","1","5","0","0","0","0","POINT (1.108361477 41.16177017)"
"1706690023","170669","Figueres","Alt Empordà","CENTRE PENITENCIARI DE FIGUERES (FORA DE SERVEI)","496987","4678536","42,25901818","2,963470338","Generalitat de Catalunya","Generalitat de Catalunya","Pública directa","No publicada","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (2.963470338 42.25901818)"
"1709260009","170926","Llançà","Alt Empordà","CAMP DE TIR EL MOLÍ","511139","4689000","42,35318496","3,135250827","Privat esportiu","Associació o club esportiu","Privada esportiva","https://equipaments.esport.gencat.cat/ceeree/equipaments/24160","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","1","1","0","0","0","0","POINT (3.135250827 42.35318496)"
"1715230064","171523","Roses","Alt Empordà","ESCOLA ELS GRECS","515156","4679325","42,26598271","3,183771791","Ajuntament","Centre ensenyament infantil i primaria (CEIP)","Pública educativa","https://equipaments.esport.gencat.cat/ceeree/equipaments/24227","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","POINT (3.183771791 42.26598271)"
"1706000008","170600","Darnius","Alt Empordà","ÀREA D'ACTIVITAT FÍSICA C. MAJOR","486583","4690207","42,36401931","2,837061493","Ajuntament","Ajuntament","Pública directa","https://equipaments.esport.gencat.cat/ceeree/equipaments/23845","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","POINT (2.837061493 42.36401931)"
"0822120009","082212","Sant Just Desvern","Baix Llobregat","INSTITUCIÓ LA MIRANDA","423342","4582168","41,38738997","2,083122159","Altres privats","Altres centres educatius privats","Privada educativa","https://equipaments.esport.gencat.cat/ceeree/equipaments/17807","0","0","0","1","3","1","0","0","2","0","0","0","0","0","0","0","0","0","2","0","0","0","3","2","1","3","0","0","0","0","POINT (2.083122159 41.38738997)"
"0805690020","080569","Castelldefels","Baix Llobregat","PISTES DE PETANCA C. MOLINOT","414410","4569822","41,27529765","1,978044635","Ajuntament","Ajuntament","Pública directa","https://equipaments.esport.gencat.cat/ceeree/equipaments/17460","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (1.978044635 41.27529765)"
"2590250004","259025","Sant Martí de Riucorb","Urgell","PISCINES MUNICIPALS","338680","4602840","41,56096758","1,065391366","Ajuntament","Ajuntament","Pública directa","https://equipaments.esport.gencat.cat/ceeree/equipaments/25913","0","0","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","POINT (1.065391366 41.56096758)"
"0804780017","080478","Cardona","Bages","PENSIO CARDENER (CASA GARRIGÓ)","388707","4643503","41,93565029","1,657532714","Privat turístic","Privat turístic","Privada residencial i turística","No publicada","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (1.657532714 41.93565029)"
"1705830005","170583","Crespià","Pla de l'Estany","ALLOTJAMENTS RURALS MAS TEIXIDOR","481737","4672292","42,20257533","2,778776318","Privat turístic","Privat turístic","Privada residencial i turística","No publicada","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (2.778776318 42.20257533)"
"1712410027","171241","Pals","Baix Empordà","COMUNITAT DEL C. DE MONTGRÍ, 8","516438","4648089","41,98463233","3,198436546","Privat residencial","Privat residencial","Privada residencial i turística","No publicada","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (3.198436546 41.98463233)"
